"Gene"	"P-value"
"474"	"AKT1"	0.192194300985149
"475"	"AKT1S1"	0.204172321941274
"476"	"AKT2"	0.0385373591399268
"477"	"AKT3"	4.59306121529668e-05
"478"	"AKTIP"	5.64250519644593e-05
"479"	"ALAD"	2.68068137820876e-06
"480"	"ALAS1"	0.0548558714746811
"481"	"ALAS2"	0.517695268563866
"482"	"ALB"	0.178009220726864
"483"	"ALCAM"	0.069429177779962
"484"	"ALDH16A1"	0.0190294713206508
"485"	"ALDH18A1"	0.000870633820190481
"486"	"ALDH1A1"	0.0454955941126817
"487"	"ALDH1A2"	0.610469876721369
"488"	"ALDH1A3"	0.0398203369319576
"489"	"ALDH1B1"	0.000136822026774785
"490"	"ALDH1L1"	0.000376454085895706
"491"	"ALDH1L2"	0.000223592559255192
"492"	"ALDH2"	0.0253178723896406
"493"	"ALDH3A1"	0.00516706012044399
"494"	"ALDH3A2"	8.39961002974121e-08
"495"	"ALDH3B1"	0.949238217708293
"496"	"ALDH3B2"	0.383943164093078
"497"	"ALDH4A1"	0.710621658171135
"498"	"ALDH5A1"	0.0723665678018494
"499"	"ALDH6A1"	1.9782896099052e-07
"500"	"ALDH7A1"	3.72568938922235e-07
"501"	"ALDH8A1"	0.000286092926792159
"502"	"ALDH9A1"	0.00655775404990999
"503"	"ALDOA"	0.884309851408499
"504"	"ALDOB"	0.000387711915299405
"505"	"ALDOC"	0.213074047700784
"506"	"ALG10"	0.00186277040686667
"507"	"ALG10B"	0.0688987819754864
"508"	"ALG11"	0.270017310154522
"509"	"ALG12"	0.403855534676168
"510"	"ALG13"	0.0836640667281625
"511"	"ALG14"	0.00767363195702964
"512"	"ALG1"	0.7850543429129
"513"	"ALG1L"	0.289353049248992
"514"	"ALG2"	0.0056675035364675
"515"	"ALG3"	7.82681405818719e-05
"516"	"ALG5"	0.0105687989499126
"517"	"ALG6"	0.433485169316283
"518"	"ALG8"	0.387758637664672
"519"	"ALG9"	0.0355559845521465
"520"	"ALK"	0.191500820932927
"521"	"ALKBH1"	5.1822850754446e-05
"522"	"ALKBH2"	0.111679468198444
"523"	"ALKBH3"	0.881557250354644
"524"	"ALKBH4"	0.626913260266352
"525"	"ALKBH5"	0.00891882632472007
"526"	"ALKBH6"	2.70155379966663e-06
"527"	"ALKBH7"	0.237387112789039
"528"	"ALKBH8"	0.0634073132633557
"529"	"ALLC"	0.0677625049023436
"530"	"ALMS1"	0.000732888832493783
"531"	"ALMS1P"	0.000632695985249621
"532"	"ALOX12"	0.232004658838613
"533"	"ALOX12B"	0.0459992354223151
"534"	"ALOX12P2"	0.00533844607671297
"535"	"ALOX15"	0.494512907939945
"536"	"ALOX15B"	0.201096838034235
