"Gene"	"P-value"
"553"	"ALX3"	0.300927630259839
"554"	"ALX4"	0.796934188497189
"555"	"AMAC1"	0.0140230231367336
"556"	"AMAC1L2"	0.00183371087845108
"557"	"AMAC1L3"	0.625358337162777
"558"	"AMACR"	0.777692232184134
"559"	"AMBP"	0.689202069096281
"560"	"AMBRA1"	0.0141357060993438
"561"	"AMD1"	0.000105986112463818
"562"	"AMDHD1"	0.00173880653338065
"563"	"AMDHD2"	0.138631827699441
"564"	"AMFR"	0.516236536557637
"565"	"AMH"	4.81146155052459e-05
"566"	"AMHR2"	0.634858601034484
"567"	"AMICA1"	0.79918373574139
"568"	"AMIGO1"	0.102282333931341
"569"	"AMIGO2"	0.832807398091381
"570"	"AMIGO3"	0.0374179564272813
"571"	"AMMECR1"	0.497934799675469
"572"	"AMMECR1L"	0.162268416219482
"573"	"AMN1"	0.888230064795015
"574"	"AMN"	0.000323362490934231
"575"	"AMOT"	1.34731481360451e-06
"576"	"AMOTL1"	0.010276676636742
"577"	"AMOTL2"	0.489368455383897
"578"	"AMPD1"	0.112158093627119
"579"	"AMPD2"	8.45484554590215e-08
"580"	"AMPD3"	0.693150603185997
"581"	"AMPH"	0.178841001246304
"582"	"AMT"	0.441939711991634
"583"	"AMY1A"	0.0649737800972314
"584"	"AMY2A"	0.00400450656304185
"585"	"AMY2B"	0.00274813045194344
"586"	"AMZ1"	0.0268380026520507
"587"	"AMZ2"	0.983469104009068
"588"	"AMZ2P1"	0.462786026305275
"589"	"ANAPC10"	0.245323140809479
"590"	"ANAPC11"	0.232272740562617
"591"	"ANAPC13"	0.0126221662916177
"592"	"ANAPC16"	0.0204846815732517
"593"	"ANAPC1"	0.0190831470254337
"594"	"ANAPC2"	0.00737924723208372
"595"	"ANAPC4"	0.465788414531318
"596"	"ANAPC5"	9.72078516381369e-06
"597"	"ANAPC7"	0.00817501179782765
"598"	"ANG"	0.000858378229849799
"599"	"ANGEL1"	0.0798726178004963
"600"	"ANGEL2"	0.413722646263523
