"Gene"	"P-value"
"610"	"ANKLE1"	0.16825107716588
"611"	"ANKLE2"	0.351259486454311
"612"	"ANKMY1"	0.620874839783191
"613"	"ANKMY2"	0.158504451797358
"614"	"ANKRA2"	0.893041679406543
"615"	"ANKRD10"	0.77095755234394
"616"	"ANKRD11"	0.175947274028591
"617"	"ANKRD12"	0.968615754543247
"618"	"ANKRD1"	0.0439646737751339
"619"	"ANKRD13A"	0.181283299796226
"620"	"ANKRD13B"	0.0791738045228764
"621"	"ANKRD13C"	0.306107228834588
"622"	"ANKRD13D"	0.842261654286143
"623"	"ANKRD16"	0.958758515981248
"624"	"ANKRD17"	0.765029343876312
"625"	"ANKRD19"	0.610055470358605
"626"	"ANKRD20A3"	0.145907739063403
"627"	"ANKRD20A4"	0.0749430501869335
"628"	"ANKRD20B"	0.337125520456255
"629"	"ANKRD22"	0.286620298870061
"630"	"ANKRD2"	0.340274798227751
"631"	"ANKRD23"	0.405890305099572
"632"	"ANKRD24"	0.514203629340858
"633"	"ANKRD26"	0.32536765309057
"634"	"ANKRD27"	0.131385287956312
"635"	"ANKRD28"	0.917044342597069
"636"	"ANKRD29"	0.463741444341039
"637"	"ANKRD31"	0.0135681000131816
"638"	"ANKRD32"	0.0239628243632832
"639"	"ANKRD33"	0.157889940316785
"640"	"ANKRD34A"	0.00145076400259925
"641"	"ANKRD34B"	0.953767055978835
"642"	"ANKRD34C"	0.000275795835050108
"643"	"ANKRD35"	0.0185738713912735
"644"	"ANKRD36"	0.113485674061871
"645"	"ANKRD36B"	0.146978565871888
"646"	"ANKRD36BP1"	0.579831707655408
"647"	"ANKRD37"	0.257790041044888
"648"	"ANKRD39"	0.00386292918488707
"649"	"ANKRD40"	0.0878881640916439
"650"	"ANKRD42"	0.986669575476688
"651"	"ANKRD43"	0.107784655970077
"652"	"ANKRD44"	0.214977595251835
"653"	"ANKRD45"	0.976854240990313
"654"	"ANKRD46"	0.273481892322519
"655"	"ANKRD49"	0.718007083746581
"656"	"ANKRD50"	0.548286173165377
"657"	"ANKRD52"	0.401056541736384
"658"	"ANKRD53"	0.759893575079424
"659"	"ANKRD54"	0.476984122239598
"660"	"ANKRD55"	0.000206566531020691
"661"	"ANKRD56"	0.435460710560434
"662"	"ANKRD5"	0.887423804644425
"663"	"ANKRD57"	0.993305266497549
"664"	"ANKRD58"	0.612228504339331
"665"	"ANKRD6"	0.116073325879337
"666"	"ANKRD7"	0.31952185270865
"667"	"ANKRD9"	0.121158934430213
"668"	"ANKS1A"	0.550435222648268
"669"	"ANKS1B"	0.64624028292445
"670"	"ANKS3"	0.249530487948589
"671"	"ANKS4B"	0.851211834488031
